HSNCode,Description of Goods,CGST,SGST,IGST
9026,"Instruments    and apparatus for measuring or checking the flow, level, pressure or other    variables of liquids or gases (for example, flow meters, level gauges,    manometers, heat meters), excluding instruments and apparatus of heading    9014, 9015, 9028 or 9032",9,9,18
9027,"Instruments    and apparatus for physical or chemical analysis (for example, polarimeters,    refractometers, spectrometers, gas or smoke analysis apparatus); instruments    and apparatus for measuring or checking viscosity, porosity, expansion,    surface tension or the like; instruments and appratus for measuring or    checking quantities of heat, sound or light (including exposure meters);    microtomes  ",9,9,18
9028,"Gas,    liquid or electricity supply or production meters, including calibrating    meters therefor",9,9,18
9029,"Revolution    counters, production counters, taximeters, mileometers, pedometers and the    like; speed indicators and tachometers, other than those of heading 9014 or    9015; stroboscopes",9,9,18
9030,"Oscilloscopes,    spectrum analysers and other instruments and apparatus for measuring or    checking electrical quantities, excluding meters of heading 90.28;    instruments and apparatus for measuring or detecting alpha, beta, gamma,    X‑ray, cosmic or other ionising radiations",9,9,18
9031,"Measuring    or checking instruments, appliances and machines, not specified or included    elsewhere in this Chapter; profile projectors",9,9,18
9032,Automatic    regulating or controlling instruments and apparatus,9,9,18
9033,"Parts    and accessories (not specified or included elsewhere in this Chapter) for    machines, appliances, instruments or apparatus of Chapter 90",9,9,18
9101,"Wrist-watches,    pocket-watches and other watches, including stop-watches, with case of    precious metal or of metal clad with precious metal",9,9,18
9102,"Wrist-watches,    pocket-watches and other watches, including stop watches, other than those of    heading 9101",9,9,18
9103,"Clocks    with watch movements, excluding clocks of heading 9104",9,9,18
9104,"Instrument    panel clocks and clocks of a similar type      for vehicles, aircraft, spacecraft or vessels",9,9,18
9105,Other    clocks,9,9,18
9106,"Time    of day recording apparatus and apparatus for measuring, recording or    otherwise indicating intervals of time, with clock or watch movement or with    synchronous motor (for example, time-registers, time-recorders)",9,9,18
9107,Time    switches with clock or watch movement or with synchronous motor,9,9,18
9108,"Watch    movements, complete and assembled",9,9,18
9109,"Clock    movements, complete and assembled",9,9,18
9110,"Complete    watch or clock movements, unassembled or partly assembled (movement sets);    incomplete watch or clock movements, assembled; rough watch or clock    movements",9,9,18
9111,Watch    cases and part thereof,9,9,18
9112,"Clock    cases, and cases of a similar type for other goods of this chapter, and parts    thereof",9,9,18
9113,"Watch    straps, watch bands and watch bracelets, and parts thereof”;",9,9,18
9114,Other    clock or watch parts,9,9,18
9201,"Pianos,    including automatic pianos; harpsi-chords and other keyboard stringed    instruments",9,9,18
9202,"Other    string musical instruments (for example, guitars, violins, harps)",9,9,18
9205,"Wind    musical instruments (for example, keyboard pipe organs, accordions,    clarinets, trumpets, bagpipes), other than fairground organs and mechanical    street organs",9,9,18
9207,"Musical    instruments, the sound of which is produced, or must be amplified,    electrically (for example, organs, guitars, accordions)",9,9,18
9208,"Musical    boxes, fairground organs, mechanical street organs, mechanical singing birds,    musical saws and other musical instruments not falling within any other    heading of this chapter; decoy calls of all kinds; whistles, call horns and    other mouth-blown sound signalling instruments",9,9,18
9209,"Parts    (for example, mechanisms for musical boxes) and accessories (for example,    cards, discs and rolls for mechanical instruments) of musical instruments;    metronomes, tuning forks and pitch pipes of all kinds",9,9,18
9301,"Military    weapons other than revolvers, pistols",9,9,18
9302,"Revolvers    and pistols, other than those of heading 9303 or 9304",14,14,28
9303,"Other    firearms and similar devices which operate by the firing of an explosive    charge (for example, sporting shotguns and rifles, muzzle-loading firearms,    very pistols and other devices designed to project only signal flares,    pistols and revolvers for firing blank ammunition, captive-bolt humane    killers, line-throwing guns)",9,9,18
9304,"Other arms (for    example, spring, air or gas guns and pistols, truncheons), excluding those of    heading 9307",9,9,18
9305,Parts    and accessories of articles of headings 9301 to 9304,9,9,18
9306,"Bombs,    grenades, torpedoes, mines, missiles, and similar munitions of war and parts    thereof; cartridges and other ammunition and projectiles and parts thereof,    including shot and cartridge wads",9,9,18
9307,"Swords,    cut lasses, bayonets, lances and similar arms and parts thereof and scabbards    and sheaths therefor",9,9,18
9401,"Seats    (other than those of heading 9402), whether or not convertible into beds, and    parts thereof [other than seats of a kind used for aircraft]",9,9,18
9402,"Medical,    surgical, dental or veterinary furniture (for example, operating tables,    examination tables, hospital beds with mechanical fittings, dentists`    chairs); barbers` chairs and similar chairs, having rotating as well as both    reclining and elevating movements; parts of the foregoing articles",9,9,18
9403,"Furniture    wholly made of bamboo, cane or rattan",6,6,12
9404,"Mattress    supports; articles of bedding and similar furnishing (for example,    mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with    springs or stuffed or internally fitted with any material or of cellular    rubber or plastics, whether or not covered [other than coir products (except    coir mattresses), products wholly made of quilted textile materials and    cotton quilts]",9,9,18
9405,"Lamps    and lighting fittings including searchlights and spotlights and parts    thereof, not elsewhere specified or included; illuminated signs, illuminated    name-plates and the like, having a permanently fixed light source, and parts    thereof not elsewhere specified or included [other than kerosene pressure    lantern and parts thereof including gas mantles; hurricane lanterns, kerosene    lamp, petromax, glass chimney, and parts thereof; LED lights or fixtures    including LED lamps; LED (light emitting diode) driver and MCPCB (Metal Core    Printed Circuit Board)]",9,9,18
9406,Prefabricated    buildings,9,9,18
9503,"Dolls or other toys made of wood or metal or textile material [incl wooden toys of sawantwadi, Channapatna toys, Thanjavur doll)",6,6,12
9504,Ganjifa card,6,6,12
9505,"Festive,    carnival or other entertainment articles, including conjuring tricks and    novelty jokes",9,9,18
9506,Sports    goods other than articles and equipments for general physical exercise,6,6,12
9507,Fishing    hooks,2.5,2.5,5
9508,"Roundabouts,    swings, shooting galleries and other fairground amusements; [other than    travelling circuses and travelling menageries]",9,9,18
9601,Worked    corals other than articles of coral,2.5,2.5,5
9602,"Worked    vegetable or mineral carving material and articles of these materials moulded    or carved articles of wax, of stearin, of natural gums or natural resins or    of modelling pastes, and other moulded or carved articles, not elsewhere    specified or included; worked, unhardened gelatin (except gelatin of heading    3503) and articles of unhardened gelatin",9,9,18
9603,"Broomsticks    [other than brooms consisting of twigs or other vegetable materials bound    together, with or without handles]",2.5,2.5,5
9605,"Travel    sets for personal toilet, sewing or shoe or clothes cleaning",9,9,18
9607,Slide fasteners,6,6,12
9608,"Pens    [other than Fountain pens, stylograph pens]",6,6,12
9609,Slate    pencils and chalk sticks,0,0,0
9611,"Date,    sealing or numbering stamps, and the like (including devices for printing or    embossing labels), designed for operating in the hand; hand-operated    composing sticks and hand printing sets incorporating such composing sticks",9,9,18
9612,"Typewriter or    similar ribbons, inked or otherwise prepared for giving impressions, whether    or not on spools or in cartridges; ink-pads, whether or not inked, with or    without boxes",9,9,18
9613,"Cigarette    lighters and other lighters, whether or not mechanical or electrical, and    parts thereof other than flints or wicks",9,9,18
9614,"Smoking    pipes (including pipe bowls) and cigar or cigarette holders, and parts    thereof",14,14,28
9615,"Combs,    hair-slides and the like; hairpins, curling pins, curling grips, hair-curlers    and the like, other than those of heading 8516, and parts thereof",6,6,12
9616,"Scent sprays and similar toilet sprays, and mounts and heads therefor; powder-puffs and pads for the application of cosmetics or toilet preparations",9,9,18
9617,"Vacuum    flasks and other vacuum vessels, complete with cases; parts thereof other    than glass inners",9,9,18
9618,"Tailors`    dummies and other lay figures; automata and other animated displays, used for    shop window dressing",9,9,18
9701,"Hand paintings drawings and pastels (incl Mysore painting, Rajasthan painting, Tanjore painting, Palm leaf painting, basoli etc)",6,6,12
9702,"Original    engravings, prints and lithographs",6,6,12
9703,"Original    sculptures and statuary, in any material",6,6,12
9704,"Postage    or revenue stamps, stamp-postmarks, first-day covers, postal stationery    (stamped paper), and the like, used or unused, other than those of heading    4907",2.5,2.5,5
9705,"Collections    and collectors` pieces of zoological, botanical, mineralogical, anatomical,    historical, archaeological, paleontological, ethnographic or numismatic    interest [other than numismatic coins]",6,6,12
9706,Antiques    of an age exceeding one hundred years,6,6,12
9801,"All    items of machinery including prime movers, instruments, apparatus and    appliances, control gear and transmission equipment, auxiliary equipment    (including those required for research and development purposes, testing and    quality control), as well as all components (whether finished or not) or raw    materials for the manufacture of the aforesaid items and their components,    required for the initial setting up of a unit, or the substantial expansion    of an existing unit, of a specified: 
     (1)   industrial plant, 
     (2)   irrigation project, 
     (3)   power project, 
     (4)   mining project, 
     (5)   project for the exploration for oil or other minerals, and 
     (6)   such other projects as the Central Government may, having    regard to the economic development of the country notify in the Official    Gazette in this behalf; 
     and spare parts, other raw materials (including semi-finished materials of    consumable stores) not exceeding 10% of the value of the goods specified    above, provided that such spare parts, raw materials or consumable stores are    essential for the maintenance of the plant or project mentioned in (1) to (6)    above.",9,9,18
9802,Laboratory    chemicals,9,9,18
9803,Passenger baggage,0,0,0
9804,Other    Drugs and medicines intended for personal use,6,6,12
10129,Live    horses,6,6,12
49077,Rupee notes or coins when sold to Reserve Bank of India or the Government of India,0,0,0
50790,"All    goods i.e. Hoof meal; horn meal; hooves, claws, nails and beaks; antlers;    etc.",0,0,0
151710,"All    goods i.e. Margarine, Linoxyn",9,9,18
170199,"All    goods, including refined sugar containing added flavouring or colouring    matter, sugar cubes (other than those which attract 5% or nil GST)",6,6,12
210111,"Extracts,    essences and concentrates of coffee, and preparations with a basis of these    extracts, essences or concentrates or with a basis of coffee",9,9,18
210130,"Roasted chicory    and other roasted coffee substitutes, and extracts, essences and concentrates    thereof",6,6,12
210690,Sweetmeats,2.5,2.5,5
220210,"All    goods [including aerated waters], containing added sugar or other sweetening    matter or flavoured ",14,14,28
280120,Iodine,6,6,12
280511,Nuclear    grade sodium,2.5,2.5,5
380893,Gibberellic acid,6,6,12
481730,"Boxes,    pouches, wallets and writing compendiums, of paper or paperboard, containing    an assortment of paper stationery",6,6,12
481920,"Cartons,    boxes and cases of non-corrugated paper or paper board",9,9,18
580810,Hand-made braids and ornamental trimming in the piece,2.5,2.5,5
701510,Glasses    for corrective spectacles and flint buttons,6,6,12
701810,"Bangles, beads and small ware",2.5,2.5,5
841919,Solar    water heater and system,2.5,2.5,5
852560,"Two-way radio (Walkie talkie) used by defence, police and  paramilitary forces etc.",6,6,12
871420,Parts and accessories of carriage for disabled persons,2.5,2.5,5
871680,"Hand    propelled vehicles (e.g. hand carts, rickshaws and the like); animal drawn    vehicles",6,6,12
901720,Drawing    and marking out instruments  Mathematical calculating instruments pantographs  Other drawing or marking out instruments,6,6,12
940380,"Furniture of bamboo, rattan and cane",6,6,12
940510,Handcrafted lamps (including panchloga lamp),6,6,12
940550,"Hurricane    lanterns, Kerosene lamp / pressure lantern, petromax, glass chimney, and    parts thereof",6,6,12
4029110,Condensed    milk,6,6,12
4202222,Handbags including pouches and purses  jewellery box,6,6,12
9101110,"Fresh    ginger, other than in processed form",0,0,0
9103010,"Fresh    turmeric, other than in processed form",0,0,0
11061010,Guar    Meal,0,0,0
11090000,"Wheat    gluten, whether or not dried",2.5,2.5,5
12101000,"Hop    cones, neither ground nor powdered nor in the form of pellets",0,0,0
12102000,"Hop    cones, ground, powdered or in the form of pellets; lupulin",2.5,2.5,5
14049010,Bidi    wrapper leaves (tendu),9,9,18
14049040,Betel leaves,0,0,0
14049050,Indian    katha,9,9,18
14049060,"Coconut shell, unworked",0,0,0
14049090,"Vegetable materials, for manufacture of jhadoo or broom sticks",0,0,0
15200000,"Glycerol,    crude; glycerol waters and glycerol lyes",9,9,18
19054000,"Rusks,    toasted bread and similar toasted products",2.5,2.5,5
21050000,"Ice    cream and other edible ice, whether or not containing cocoa",9,9,18
21069020,Pan    masala,14,14,28
21069091,Diabetic foods,6,6,12
22019010,Ice    and snow,2.5,2.5,5
22029090,"Tender    coconut water other than those put up in unit container and, - (a) bearing a    registered brand name; or (b) bearing a brand name on which an actionable    claim or enforceable right in a court of law is available [other than those    where any actionable claim or enforceable right in respect of such brand name    has been foregone voluntarily, subject to the conditions as in the ANNEXURE    I]",0,0,0
22029910,Soya    milk drinks,6,6,12
22029920,Fruit    pulp or fruit juice based drinks,6,6,12
22029930,Beverages    containing milk,6,6,12
22029990,Caffeinated Beverages,14,14,28
25151100,"Marble and travertine, crude or roughly trimmed",2.5,2.5,5
25151210,Marble    and travertine blocks,6,6,12
25151220,"Marble    and travertine, other than blocks",14,14,28
25151290,"Marble    and travertine, other than blocks",9,9,18
25161100,Granite    crude or roughly trimmed,2.5,2.5,5
25161200,"Granite,    other than blocks",14,14,28
27111200,"Liquefied    Propane and Butane mixture, Liquefied Propane, Liquefied Butane and Liquefied    Petroleum Gases (LPG) for supply to non-domestic exempted category (NDEC)    customers by the Indian Oil Corporation Limited, Hindustan petroleum    Corporation Limited or Bharat Petroleum Corporation Limited.",2.5,2.5,5
27111900,"Liquefied    Propane and Butane mixture, Liquefied Propane, Liquefied Butane and Liquefied    Petroleum Gases (LPG) for supply to household domestic consumers",2.5,2.5,5
27160000,Electrical    energy,0,0,0
28044010,Medical grade oxygen,6,6,12
33061010,Tooth powder,6,6,12
33074100,"Agarbatti,    lobhan, dhoop batti, dhoop, sambhrani",2.5,2.5,5
36050010,"Handmade    safety matches
     Explanation.– For the purposes of this entry, handmade matches mean    matches, in or in relation to the manufacture of which, none of the following    processes is ordinarily carried on with the aid of power, namely: -
     (i)        frame filling; 
     (ii)     dipping of splints in the composition for    match heads;
     (iii)   filling of boxes with matches;
     (iv)    pasting of labels on match boxes, veneers or    cardboards; 
     (v)      packaging",2.5,2.5,5
38030000,"Tall    oil, whether or not refined",9,9,18
40040000,"Waste,    parings or scrap of rubber (other than hard rubber)",2.5,2.5,5
40113000,"New    pneumatic tyres, of rubber of a kind used on aircraft",2.5,2.5,5
40117000,Tyre    for tractors,9,9,18
40139049,Tube    for tractor tyres,9,9,18
42022220,"Hand    bags and shopping bags, of cotton",6,6,12
42022230,"Hand    bags and shopping bags, of jute",6,6,12
44140000,"Wooden frames for painting, photographs, mirrors etc",6,6,12
45020000,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip (including sharp-edged blanks for corks or stoppers)",6,6,12
48062000,Greaseproof    papers,6,6,12
48064010,Glassine    papers,6,6,12
49040000,"Music, printed or in manuscript, whether or not bound or illustrated",0,0,0
49060000,"Plans    and drawings for architectural, engineering, industrial, commercial,    topographical or similar purposes, being originals drawn by hand;    hand-written texts; photographic reproductions on sensitised paper and carbon    copies of the foregoing",6,6,12
56012200,Cigarette    Filter rods,9,9,18
56050010,"Real    zari thread (gold) and silver thread, combined with textile thread",2.5,2.5,5
56090090,"Toran, Doorway Decoration made from cotton yarn or woollen yarn and aabhala (mirror) with or without hanging flaps",2.5,2.5,5
58043000,Handmade lace,2.5,2.5,5
63053200,Flexible intermediate bulk containers,9,9,18
65040000,"Hats    and other headgear, plaited or made by assembling strips of any material,    whether or not lined or trimmed",9,9,18
66020000,Walking-sticks including seat sticks,2.5,2.5,5
68159990,"Stone art ware, stone inlay work",6,6,12
69010010,Bricks    of fossil meals or similar siliceous earths,2.5,2.5,5
69041000,Building    bricks,2.5,2.5,5
69051000,Earthen    or roofing tiles,2.5,2.5,5
69120020,"Tableware and kitchenware of clay and terracotta, other clay articles",6,6,12
69120040,Earthen    pot and clay lamps,0,0,0
70060000,"Glass    of heading 7003, 7004 or 7005, bent, edge-worked, engraved, drilled,    enamelled or otherwise worked, but not framed or fitted with other materials",9,9,18
71131110,Silver filigree work,1.5,1.5,3
73239410,Ghamella,9,9,18
74199930,Brass Kerosene Pressure Stove,6,6,12
82100000,"Hand-operated    mechanical appliances, weighing 10 kg or less, used in the preparation,    conditioning or serving of food or drink",9,9,18
82130000,"Scissors,    tailors` shears and similar shears, and blades therefor",9,9,18
84082020,Agricultural    Diesel Engine of cylinder capacity exceeding 250 cc for Tractor,9,9,18
84138190,Hydraulic    Pumps for Tractors,9,9,18
84142010,Bicycle    pumps,6,6,12
84149012,Parts    of air or vacuum pumps and compressors of bicycle pumps,6,6,12
84222000,"Machinery    for cleaning or drying bottles or other containers; machinery for filling,    closing, sealing or labelling bottles, cans, boxes, bags or other containers;    machinery for capsuling bottles, jars, tubes and similar containers; other    packing or wrapping machinery (including heat-shrink wrapping machinery);    machinery for aerating beverages [other than dish washing machines]",9,9,18
85076000,Lithium-ion Batteries,9,9,18
85340000,Printed    Circuits,9,9,18
87081010,Bumpers    and parts thereof for tractors,9,9,18
87083000,Brakes    assembly and its parts thereof for tractors,9,9,18
87084000,Gear    boxes and parts thereof for tractors,9,9,18
87085000,Transaxles    and its parts thereof for tractors,9,9,18
87087000,Road    wheels and parts and accessories thereof for tractors,9,9,18
87089100,"(i)    Radiator assembly for tractors and parts thereof 
     (ii) Cooling system for tractor engine and parts thereof",9,9,18
87089200,Silencer    assembly for tractors and parts thereof,9,9,18
87089300,Clutch    assembly and its parts thereof for tractors,9,9,18
87089400,Steering    wheels and its parts thereof for tractor,9,9,18
87089900,"Fender, Hood, wrapper, Grill, Side Panel, Extension Plates, Fuel Tank and parts    thereof for tractors",9,9,18
87162000,Self-loading or    self-unloading trailers for agricultural purposes,6,6,12
88026000,Spacecraft    (including satellites) and suborbital and spacecraft launch vehicles,0,0,0
89080000,Vessels    and other floating structures for breaking up,9,9,18
92060000,"Percussion    musical instruments (for example, drums, xylophones, cymbols, castanets,    maracas)",9,9,18
94011000,Aircraft    seats,2.5,2.5,5
94055031,Kerosene    pressure lantern,2.5,2.5,5
94059100,Parts    of kerosene pressure lanterns including gas mantles,2.5,2.5,5
96040000,Hand    sieves and hand riddles,9,9,18
96062100,"Buttons,    of plastics not covered with the textile material, of base metals, buttons of    coconut shell, button blanks",9,9,18
96100000,"Boards,    with writing or drawing surface, whether or not framed",9,9,18
96190020,Sanitary towels (pads) or sanitary napkins tampons,0,0,0
96200000,"Monopods,    bipods, tripods and similar articles",9,9,18
